agent_id	claim	value	exact_command	seed	artifact_path
A10	recipes that would get k>=3 per-role knobs	753 of 910 (82.8%)	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-role-coverage-v2.mjs	none-deterministic	A10/a10-role-coverage-v2.mjs
A10	recipes reaching the 2-knob Cramer branch today	706 of 910 (77.6%)	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-role-coverage-v2.mjs	none-deterministic	A10/a10-role-coverage-v2.mjs
A10	recipes with only ONE uniform knob today (no scalable protein-role ing)	200 of 910 (22.0%)	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-role-coverage-v2.mjs	none-deterministic	A10/a10-role-coverage-v2.mjs
A10	PAIRED PROXY (not days-in-band) 4-macro pass, k=2 legacy baseline, 11072 recipe-target pairs	9.81%	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-experiment.mjs	none-deterministic	A10/A10-perrole-summary.json
A10	PAIRED PROXY 4-macro pass, per-role shipped weights 200 iter	10.61%	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-variants.mjs	none-deterministic	A10/A10-variants-summary.json
A10	PAIRED PROXY 4-macro pass, per-role equal weights + protein hinge 5000 iter	15.41%	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-variants.mjs	none-deterministic	A10/A10-variants-summary.json
A10	any-knob pinning, k=2 legacy baseline	77.24%	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-experiment.mjs	none-deterministic	A10/A10-perrole-summary.json
A10	any-knob pinning, per-role shipped weights	46.45%	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-variants.mjs	none-deterministic	A10/A10-variants-summary.json
A10	any-knob pinning, per-role best-compliance variant D	77.16%	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-variants.mjs	none-deterministic	A10/A10-variants-summary.json
A10	pinned-given-miss, k=2 baseline vs per-role shipped	81.71% -> 49.22%	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-experiment.mjs	none-deterministic	A10/A10-perrole-summary.json
A10	mean weighted residual k=2 vs per-role (optimizer weights)	174.26 -> 82.59	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-experiment.mjs	none-deterministic	A10/A10-perrole-summary.json
A10	pairs where 5000 iters beat the shipped 200-iter cap (solveGeneral not converged)	8109 of 11072 (73.2%)	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-experiment.mjs	none-deterministic	A10/A10-perrole-summary.json
A10	plates with role-scale spread >3x, per-role shipped vs best-compliance variant D	1.84% -> 23.04%	node docs/surgery/CAMPAIGN/solver-brain/A10/a10-perrole-variants.mjs	none-deterministic	A10/A10-variants-summary.json
A1	no-op A/B delta, days-in-band, satisfiable-only (rig self-test)	+0.00 pts (paired b=0 c=0; 639/639 byte-identical records)	node docs/surgery/CAMPAIGN/solver-brain/A1/rig/compare.v2.mjs docs/surgery/CAMPAIGN/solver-brain/A1/A1-baseline-s424242.jsonl docs/surgery/CAMPAIGN/solver-brain/A1/A1-noop-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A1/A1-noop-ab-v2-s424242.json
A1	rig baseline days-in-band, satisfiable-only (tier!=IMPOSSIBLE, judged)	413/536 = 77.1% (Wilson 95% CI 73.3-80.4)	node docs/surgery/CAMPAIGN/solver-brain/A1/rig/runRig.mjs --agent=A1 --pop=personas --seed=424242 --label=baseline	424242	docs/surgery/CAMPAIGN/solver-brain/A1/A1-baseline-s424242.jsonl
A1	rig baseline days-in-band, all judged days	434/622 = 69.8% (Wilson 95% CI 66.1-73.3)	node docs/surgery/CAMPAIGN/solver-brain/A1/rig/runRig.mjs --agent=A1 --pop=personas --seed=424242 --label=baseline	424242	docs/surgery/CAMPAIGN/solver-brain/A1/A1-baseline-s424242.jsonl
A1	cross-seed spread of rig baseline over 3 registry seeds	0.9 pts satisfiable-only (77.1/77.8/78.0), 0.6 pts all-days (69.8/70.4/70.3)	node docs/surgery/CAMPAIGN/solver-brain/A1/rig/runRig.mjs --agent=A1 --pop=personas --seed=SEED --label=baseline	424242+20260730+8675309	docs/surgery/CAMPAIGN/solver-brain/A1/A1-baseline-s424242.jsonl
A1	minimum detectable effect for a day-churning treatment (DERIVED)	3.45 pts 95% half-width at n=536 (McNemar se=sqrt(89-121/536)/536=0.0176)	node docs/surgery/CAMPAIGN/solver-brain/A1/rig/compare.v2.mjs docs/surgery/CAMPAIGN/solver-brain/A1/A1-baseline-s424242.jsonl docs/surgery/CAMPAIGN/solver-brain/A1/A1-poscontrol-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A1/A1-poscontrol-ab-v2-s424242.json
A1	positive control (pool thinned 2-of-3) delta, satisfiable-only	-2.05 pts, paired 95% CI -5.50..+1.39, discordant b=50 c=39 - spans zero	node docs/surgery/CAMPAIGN/solver-brain/A1/rig/compare.v2.mjs docs/surgery/CAMPAIGN/solver-brain/A1/A1-baseline-s424242.jsonl docs/surgery/CAMPAIGN/solver-brain/A1/A1-poscontrol-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A1/A1-poscontrol-ab-v2-s424242.json
A1	IMPOSSIBLE-tier days landing IN band (flagged to A3, not resolved by A1)	21/86 judged days (32 personas, 103 planned days)	node docs/surgery/CAMPAIGN/solver-brain/A1/rig/runRig.mjs --agent=A1 --pop=personas --seed=424242 --label=baseline	424242	docs/surgery/CAMPAIGN/solver-brain/A1/A1-baseline-s424242.jsonl
A1	slots pinned at a 0.5x/2.0x scale bound, all filled slots	1130/2818 = 40.1% (BRIEF.md states 39.3%)	node docs/surgery/CAMPAIGN/solver-brain/A1/rig/runRig.mjs --agent=A1 --pop=personas --seed=424242 --label=baseline	424242	docs/surgery/CAMPAIGN/solver-brain/A1/A1-baseline-s424242.jsonl
A13	one-knob degenerate branch, share of RECIPES	204/910 = 22.4%	node a13-oneknob.mjs A13-baseline-s424242.jsonl	424242	A13/A13-oneknob-coverage.json
A13	one-knob branch, share of SERVED slots (all judged days)	610/2818 = 21.6%	node a13-oneknob.mjs A13-baseline-s424242.jsonl	424242	A13/A13-oneknob-coverage.json
A13	one-knob branch, share of SERVED slots (satisfiable-only)	419/2525 = 16.6%	node a13-oneknob.mjs A13-baseline-s424242.jsonl	424242	A13/A13-oneknob-coverage.json
A13	satisfiable days containing >=1 one-knob slot	292/536 = 54.5%	node a13-oneknob.mjs A13-baseline-s424242.jsonl	424242	A13/A13-oneknob-coverage.json
A13	in-band rate, satisfiable days WITH vs WITHOUT a one-knob slot (observational, confounded)	73.3% (214/292) vs 81.6% (199/244)	node a13-oneknob.mjs A13-baseline-s424242.jsonl	424242	A13/A13-oneknob-coverage.json
A13	hook validation: variant=legacy vs untouched baseline	639/639 byte-identical day records, b=0 c=0	A13_VARIANT=legacy node --require A13/a13-hook.cjs runRig.mjs --agent=A13 --seed=424242 ; compare.v2.mjs	424242	A13/A13-noop-s424242.jsonl
A13	rig baseline reproduced, satisfiable-only	413/536 = 77.1%	node runRig.mjs --agent=A13 --pop=personas --seed=424242	424242	A13/A13-baseline-s424242.jsonl
A14	MEASURED: A14 variant runner (require-cache patched weeklyPlanner, default knobs) reproduces A1 baseline byte-identically	639/639 records identical; 413/536 = 77.1% satisfiable-only; b=0 c=0	node A14-runRig.mjs --seed=424242 --label=base --quiet ; node A1/rig/compare.v2.mjs A1/A1-baseline-s424242.jsonl A14/A14-base-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A14/A14-noopcheck-vs-A1-s424242.json
A15	MEASURED instrument check: re-grade of qa-fleet results reproduces recorded baseline exactly	all 405/578=70.1%, satisfiable 405/526=77.0%, 0 disagreements	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED instrument check: reconstructed bmrEngine bands vs bands recorded by the run	0/212 personas mismatch	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	DERIVED baseline EFFECTIVE fat gate, per diet path (E = h/mid + 0.25)	default path 31.9-34.4%, keto/carb-floored path 35.5-36.1%	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED fat effective +/-10% (TIGHTEN from baseline ~33.1%), satisfiable	261/526=49.6% CI 45.4-53.9, delta -27.4 pts, b=0 c=144	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED fat effective +/-15% (TIGHTEN), satisfiable	322/526=61.2% CI 57.0-65.3, delta -15.8 pts, b=0 c=83	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED fat effective +/-20% (TIGHTEN), satisfiable	360/526=68.4% CI 64.3-72.3, delta -8.6 pts, b=0 c=45	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED fat effective +/-25% (TIGHTEN), satisfiable	379/526=72.1% CI 68.1-75.7, delta -4.9 pts, b=0 c=26	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED fat effective +/-40% (loosen past AMDR), satisfiable	415/526=78.9% CI 75.2-82.2, delta +1.9 pts, b=10 c=0	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED fat effective +/-50% (loosen), satisfiable	426/526=81.0% CI 77.4-84.1, delta +4.0 pts, b=21 c=0	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED A4 recommendation: added fat floor at 20% of target energy, satisfiable	371/526=70.5% CI 66.5-74.3, delta -6.5 pts, b=0 c=34 (TIGHTENS)	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED A4 C3: added fat floor at ESSENTIAL_FAT_PER_LB_LBM=0.30 g/lb LBM, satisfiable	405/526=77.0%, delta 0.0 pts, b=0 c=0 - IDENTICALLY ZERO	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED C3 defect realized incidence: baseline-PASSING days below the 0.30 g/lb essential-fat floor	0 of 578 (18 days sit below it; all 18 already fail baseline, all are fat=0 empty-plan days)	node A15/A15-decompose.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-decompose.mjs
A15	MEASURED C3 hole occupancy: days with fat in [0.2475, 0.30) x lbm	0 of 578; realized fat p5=0.321 p50=0.401 g/lb LBM, entirely above the hole	node A15/A15-decompose.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-decompose.mjs
A15	MEASURED C12/A12 variant CARB_MIDPOINT_BUFFER_G=0, re-scored WITHOUT re-solving, satisfiable	419/526=79.7% CI 76.0-82.9, delta +2.7 pts, b=14 c=0 (band-shift only; solver aim NOT re-run)	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED AMDR %-of-energy ruler for all 3 macros, satisfiable	103/526=19.6% CI 16.4-23.2, delta -57.4 pts, b=18 c=320	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A15	MEASURED why AMDR collapses: app PRESCRIPTION itself is outside AMDR	carb midpoint below 45%E on 419/526 days; protein midpoint above 35%E on 245/526; fat midpoint below 20%E on 96/526	node A15/A15-decompose.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-decompose.mjs
A15	MEASURED direction of every fat-only failure, satisfiable misses	42 of 42 fat-only misses are OVER the band; 0 are short	node A15/A15-decompose.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-decompose.mjs
A15	MEASURED fat misses are not near-misses: effective E needed to rescue the 81 fat-failing satisfiable days	p0=33% p25=45% p50=75% p90=121%; E=50% rescues 23/81, E=100% rescues 68/81	node A15/A15-decompose.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-decompose.mjs
A15	DERIVED ruler-attributable share of the 23.0-pt satisfiable gap	<=4.0 pts (17%), obtainable only at a fat gate of +/-50% - 1.83x the NASEM AMDR half-width; ~19 pts are solver/pool	node A15/A15-rescore.mjs	qa-fleet-20260729-2032 (re-score, no new solve)	A15/A15-variants.json
A13	wls2 (2-knob weighted least-squares over 4 macros) vs baseline, satisfiable-only, PAIRED	77.1%->91.8% = +14.74 pts, McNemar b=8 c=87 chi2=64.04, 95% CI +11.40..+18.08	A13_VARIANT=wls2 node --require A13/a13-hook.cjs runRig.mjs --agent=A13 --pop=personas --seed=424242 ; compare.v2.mjs	424242	A13/A13-wls2-s424242.jsonl
A13	role (per-role n-knob) vs baseline, satisfiable-only, PAIRED	77.1%->92.2% = +15.11 pts, McNemar b=4 c=85 chi2=71.91	A13_VARIANT=role node --require A13/a13-hook.cjs runRig.mjs --agent=A13 --seed=424242 ; compare.v2.mjs	424242	A13/A13-role-s424242.jsonl
A13	roleb (per-role + per-role bounds) vs baseline, satisfiable-only, PAIRED	77.1%->91.6% = +14.55 pts, McNemar b=7 c=85 chi2=64.45	A13_VARIANT=roleb node --require A13/a13-hook.cjs runRig.mjs --agent=A13 --seed=424242 ; compare.v2.mjs	424242	A13/A13-roleb-s424242.jsonl
A13	n-knob gain OVER 2-knob WLS (role minus wls2), satisfiable-only	+0.37 pts (494 vs 492 of 536) -- below the 3.45 pt discrimination floor (C14)	compare.v2.mjs on the two variant jsonl files	424242	A13/A13-role-s424242.jsonl
A13	servability: served slots with role-scale spread >3x	baseline 8.4% / wls2 7.0% / role 17.7% / roleb 15.0%	node a13-spread.mjs <variant>.jsonl <diag>.json	424242	A13/A13-wls2-s424242-spread.json
A13	secondary diagnostic: any-knob pinning on served slots	baseline 40.1% / wls2 44.7% / role 63.9% -- pinning ROSE while compliance rose (corroborates A10)	node a13-spread.mjs <variant>.jsonl <diag>.json	424242	A13/A13-wls2-s424242-spread.json
A13	per-macro pass rates satisfiable-only, baseline -> wls2	kcal 95.0->98.1, protein 99.6->99.8, fat 84.9->94.6, carb 89.0->97.0	node a13-macrobreak.mjs A13-baseline-s424242.jsonl A13-wls2-s424242.jsonl	424242	A13/A13-macro-breakdown.json
A13	days with fat OVER band (C9 largest bucket, closer cannot fix), satisfiable-only	255 -> 152 under wls2 (-103 days)	node a13-macrobreak.mjs A13-baseline-s424242.jsonl A13-wls2-s424242.jsonl	424242	A13/A13-macro-breakdown.json
A13	slots filled, baseline vs wls2 (refusal-gaming check), satisfiable-only	2525 vs 2524 -- unchanged	node a13-macrobreak.mjs	424242	A13/A13-macro-breakdown.json
A13	wls2 cross-seed replication, satisfiable-only PAIRED delta (3 seeds)	s424242 +14.74 (b=8,c=87) | s20260730 +14.37 (b=5,c=82) | s8675309 +13.99 (b=5,c=80)	A13_VARIANT=wls2 node --require A13/a13-hook.cjs runRig.mjs --agent=A13 --pop=personas --seed=<S> ; compare.v2.mjs	424242,20260730,8675309	A13/A13-wls2-s<S>.jsonl
A13	wls2 satisfiable-only LEVEL on the A1 rig (rig level, NOT the HTTP fleet -- see C15)	91.8% / 92.2% / 92.0% across the 3 seeds vs baseline 77.1% / 77.8% / 78.0%	compare.v2.mjs	424242,20260730,8675309	A13/A13-wls2-s424242.jsonl
A13	role cross-seed replication, satisfiable-only PAIRED delta (2 seeds)	s424242 +15.11 (b=4,c=85) | s20260730 +14.55 (b=8,c=86)	A13_VARIANT=role node --require A13/a13-hook.cjs runRig.mjs --agent=A13 --seed=<S> ; compare.v2.mjs	424242,20260730	A13/A13-role-s424242.jsonl
A13	fleet sandbox block encountered (recorded, not worked around)	a bash command that merely QUOTED the live dev.db path in a stat/echo was blocked; re-ran without naming the path	stat -c on product source files	n/a	A13/ (this session)
A13	product code untouched	backend/src/lib/weeklyPlanner.js + mealSolver.js mtimes predate the session first write; git status matches session start	stat -c + git status --porcelain backend/src/	n/a	A13/a13-hook.cjs
A18	MEASURED: /plans/generate reaches generateHorizonPlan -> generateBestWeekPlan ONLY; generateDayCandidates is a different endpoint (plans.js:463) + brain/chatPlan.js	shipping generate never calls generateDayCandidates	grep -n "generateDayCandidates|generateBestWeekPlan|generateHorizonPlan" backend/src	n/a	A18/FINDINGS.md
A18	MEASURED: SCORE_WEIGHTS enters shipping week selection ONLY as a tiebreak after daysInTolerance (mealSolver.js:685-691 "score.daysInTolerance > best.score.daysInTolerance")	tiebreak-only, not primary objective	read backend/src/lib/mealSolver.js:676-701	n/a	A18/FINDINGS.md
A18	CORRECTION to C8: KCAL_TOLERANCE_PCT=0.15 and PROTEIN_TOLERANCE_PCT=0.12 are defined in weeklyPlanner.js:67/:74 and IMPORTED by mealSolver.js:13-14; C8 attributes them to mealSolver.js	right values+lines, wrong file	grep -n "TOLERANCE_PCT" backend/src/lib/weeklyPlanner.js	n/a	A18/FINDINGS.md
A18	CORRECTION to C8/A9: fat+carb DO influence slot choice via compositionDistance (weeklyPlanner.js:465-471) which sorts BEFORE worstRatio at :651 and can early-accept at :642; they are absent from the GATE (:630) but not from the slot objective	slot objective is 4-macro, slot gate is 2-macro	read backend/src/lib/weeklyPlanner.js:451-471,593-653	n/a	A18/FINDINGS.md
A18	MEASURED: the protein hinge A10 recommends is ALREADY shipped in both live objectives - mealSolver.js:150 "Math.max(0, (pMid - t.protein) / pMid)" and weeklyPlanner.js:427 "Math.max(0, (target - scaledProtein) / target)"	already implemented, not a candidate change	read backend/src/lib/mealSolver.js:150 + weeklyPlanner.js:424-428	n/a	A18/FINDINGS.md
A13	ABLATION satisfiable-only s424242: what carries the gain	baseline 77.1% | 4-macro L2 @ optimizer weights +9.51 (b=12,c=63) | +tolerance-normalised weights +14.74 (b=8,c=87) | +per-role knobs +15.11 (b=4,c=85) | +per-role bounds +14.55 (b=7,c=85)	A13_W=a10|tol A13_HINGE=on|off node --require A13/a13-hook-v2.cjs runRig.mjs --agent=A13 --seed=424242 ; compare.v2.mjs	424242	A13/A13-a10w-s424242.jsonl
A13	protein hinge (asymmetric: overshoot free) contribution, satisfiable-only	with hinge +14.74 vs without +11.75 = hinge worth +2.99 pts -- confirms A10 sec.3.2	A13_W=tol A13_HINGE=off node --require A13/a13-hook-v2.cjs runRig.mjs --agent=A13 --seed=424242	424242	A13/A13-nohinge-s424242.jsonl
A13	n-knob gain over 2-knob WLS, per seed (role minus wls2)	+0.37 / +0.18 / -0.37 pts across s424242 / s20260730 / s8675309 -- mean +0.06, far below the 3.45 pt floor (C14)	compare.v2.mjs on paired variant outputs	424242,20260730,8675309	A13/A13-role-s424242.jsonl
A13	role cross-seed 3rd seed, satisfiable-only PAIRED	s8675309 +13.62 pts (b=7,c=80)	compare.v2.mjs	8675309	A13/A13-role-s8675309.jsonl
A13	independent re-implementation control (hook v1 wls2 vs hook v2 tol+hinge)	identical, 639/639 byte-identical day records	A13_W=tol A13_HINGE=on node --require A13/a13-hook-v2.cjs runRig.mjs --agent=A13 --seed=424242 ; compare.v2.mjs	424242	A13/A13-v2tol-s424242.jsonl
A13	SCALE_BOUNDS integrity: knobs recorded across 67158 solves	minKnob 0.500000 maxKnob 2.000000, out-of-box 0 -- bounds never widened	node -e over A13-diag-*.json	424242	A13/A13-diag-wls2-s424242.json
A14	base level satisfiable-only, byte-identical to A1 baseline (rig no-op check)	413/536 = 77.05%; all-days 434/622 = 69.77%; 639/639 rows byte-identical	node ../A1/rig/compare.v2.mjs ../A1/A1-baseline-s424242.jsonl A14-base-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A14/A14-noopcheck-vs-A1-s424242.json
A14	ATTEMPTS curve under current code, satisfiable-only (knob = week restarts, generateHorizonPlan attempts)	att1 70.1% / att2 73.3% / att5(base) 77.1% / att12 80.4% / att20 80.8% / att30 81.7%	node A14-analyze.mjs A14-base-s424242.jsonl A14-att{1,2,12,20,30}-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/att30-s424242.json
A14	attempts 12->30 marginal gain is FLAT (prior campaign's negative result reproduced in shape)	+1.30 pts (80.4->81.7) for 2.27x candidate draws (270k->614k)	node A14-pool.mjs att12 att30	424242	docs/surgery/CAMPAIGN/solver-brain/A14/A14-pool.mjs
A14	attempts=12 vs default 5, POOLED 3 seeds, paired McNemar	+2.24 pts, 95% CI [+1.04,+3.44], b=31 c=67, n=1608 satisfiable days	node A14-pool.mjs att12	424242+20260730+8675309	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/att12-s424242.json
A14	attempts=12 single-seed delta does NOT replicate (C14 rule 4 demonstrated)	s424242 +3.36 / s20260730 +1.49 / s8675309 +1.87 pts; primary seed overstates by 1.8x	node ../A1/rig/compare.v2.mjs A14-base-sSEED.jsonl A14-att12-sSEED.jsonl	424242,20260730,8675309	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/att12-s8675309.json
A14	attempts=30, single seed only, UNREPLICATED	+4.66 pts, 95% CI [+1.79,+7.54], b=19 c=44, at 4.60x candidate draws	node A14-analyze.mjs A14-base-s424242.jsonl A14-att30-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/att30-s424242.json
A14	PER-SLOT CAP of 20 is correctly placed: raising it to 40 buys nothing (POOLED 3 seeds)	cap40 +0.62 pts, 95% CI [-0.52,+1.76], b=39 c=49, n=1608, at 1.29x draws	node A14-pool.mjs cap40	424242+20260730+8675309	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/cap40-s424242.json
A14	lowering the per-slot cap below 20 costs real compliance	cap12 -1.68 pts CI [-3.34,-0.01] pooled n=1608; cap8 -4.10 pts CI [-7.10,-1.11] n=536	node A14-pool.mjs cap12 cap8	424242+20260730+8675309	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/cap8-s424242.json
A14	PER-SLOT FLOOR of 5 is TOO LOW: raising it to 12 is the cheapest positive lever measured (POOLED 3 seeds)	floor12 +1.12 pts, 95% CI [+0.24,+2.00], b=17 c=35, n=1608, at 1.17x draws	node A14-pool.mjs floor12	424242+20260730+8675309	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/floor12-s424242.json
A14	floor12 is surgical: by construction it touches only pools <120 recipes, and the strata confirm it	pool 0-60: 48.3->63.3% (+15.00 pts, b=2 c=11); pool 140-300 and 300+: b=0 c=0 EXACTLY zero	node A14-analyze.mjs A14-base-s424242.jsonl A14-floor12-s424242.jsonl --strata	424242	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/floor12-s424242.json
A14	FALSIFIES prior campaign mechanism: a flat budget of 20 does NOT starve thin pools, it is where they gain most	flat20 pool 0-60 stratum: 48.3->65.0% = +16.67 pts, b=2 c=12 (largest gain of any stratum)	node A14-analyze.mjs A14-base-s424242.jsonl A14-flat20-s424242.jsonl --strata	424242	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/flat20-s424242.json
A14	pool-scaled adaptivity itself buys ~nothing over a flat budget at the same mean depth	flat14 vs adaptive base (mean depth 15.08): +0.12 pts, 95% CI [-1.62,+1.87], b=101 c=103, pooled n=1608	node A14-pool.mjs flat14	424242+20260730+8675309	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/flat14-s424242.json
A14	per-slot depth matters steeply at the BOTTOM of the curve	flat5 -9.76 pts, 95% CI [-11.84,-7.69], b=231 c=74, pooled n=1608	node A14-pool.mjs flat5	424242+20260730+8675309	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/flat5-s424242.json
A14	flat per-slot depth curve, satisfiable-only, s424242	flat5 66.8 / flat8 74.1 / flat12 76.3 / flat14 77.6 / flat20 79.1 / flat30 79.3 / flat60 79.9 %	node A14-pool.mjs flat5 flat8 flat12 flat14 flat20 flat30 flat60	424242	docs/surgery/CAMPAIGN/solver-brain/A14/A14-sweep.log
A14	the only arm that reached the C14 3.5-pt floor on a DIVISOR change is uneconomic	cap200div2 +3.54 pts CI [+0.39,+6.70] at 5.98x candidate draws (799k vs 133k), single seed	node A14-analyze.mjs A14-base-s424242.jsonl A14-cap200div2-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A14/cmp/cap200div2-s424242.json
A14	INSTRUMENT CHECK: two different flag paths encoding the same effective rule give identical verdicts	flat=20 vs min=20,max=20: 0 of 639 rows differ in dayKey/verdict/achieved/slot-assignment	node -e (dayKey+verdict+achieved+slots diff) A14-flat20-s424242.jsonl A14-floor20-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A14/A14-floor20-s424242.jsonl
A14	INSTRUMENT FAULT: wall-clock cost is contaminated by machine load and must not be quoted	flat20 and floor20 are the same rule (both mean budget 20.00, both 9773 slotCalls, 0 differing rows) yet logged WALLCLOCK 34.9s vs 78.7s = 2.25x	grep WALLCLOCK A14-sweep.log	424242	docs/surgery/CAMPAIGN/solver-brain/A14/A14-sweep.log
A14	C18 compliance: every A14 arm sits on the fleet baseline DB; zero new solves run in the resume session	43/43 jsonl files carry dbHash e55f52e53658a086, foodFingerprint 423e7279ed6af641, poolRaw 910, foodRows 14151; A14/dev.db untouched since 07-30 21:29; checkdb.mjs never invoked	for f in A14-*.jsonl; do head -1 $f | node -e (print run.dbHash); done | uniq -c	all	docs/surgery/CAMPAIGN/solver-brain/A14/dev.db
A13	baseline satisfiable-only days in band (rig, A13 own DB copy e55f52e53658a086)	413/536 = 77.1% (CI 73.3-80.4)	node A1/rig/compare.v2.mjs A13/A13-baseline-s424242.jsonl A13/A13-wls2-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-baseline-s424242.jsonl
A13	CORROBORATES BRIEF: any-knob pinned share of ALL served slots (all days)	1130/2818 = 40.1% (BRIEF.md says 39.3%)	node a13-pinmiss.mjs A13-baseline-s424242.jsonl A13-diag-baseline-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-baseline-s424242-pinmiss.json
A13	CORROBORATES BRIEF: pinned share of slots that MISSED (slot carries a warning), all days	385/540 = 71.3% (BRIEF.md says 68.3%)	node a13-pinmiss.mjs A13-baseline-s424242.jsonl A13-diag-baseline-s424242.json	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-baseline-s424242-pinmiss.json
A13	C6 ANSWERED - one-knob degenerate branch coverage, recipes (test: proteinIngs.length === 0 || Math.abs(det) < 1e-6, weeklyPlanner.js:407)	204/910 = 22.4%	node a13-oneknob.mjs A13-baseline-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-oneknob-coverage.json
A13	C6 ANSWERED - one-knob branch coverage, SERVED slots (satisfiable / all-days)	419/2525 = 16.6% satisfiable; 610/2818 = 21.6% all-days	node a13-oneknob.mjs A13-baseline-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-oneknob-coverage.json
A13	days containing >=1 one-knob slot are 8.3 pts less likely to land in band	73.3% (214/292) vs 81.6% (199/244)	node a13-oneknob.mjs A13-baseline-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-oneknob-coverage.json
A13	NOOP CONTROL: the require-hook itself costs nothing	+0.00 pts, b=0 c=0, 639/639 rows	node A1/rig/compare.v2.mjs A13/A13-baseline-s424242.jsonl A13/A13-noop-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-noop-s424242.jsonl
A13	2-knob 4-macro tolerance-normalised objective (wls2) vs baseline, satisfiable-only	77.1% -> 91.8%, +14.74 pts, McNemar CI +11.40..+18.08, b=8 c=87	node A1/rig/compare.v2.mjs A13/A13-baseline-s424242.jsonl A13/A13-wls2-s424242.jsonl	424242	docs/surgery/CAMPAIGN/solver-brain/A13/A13-wls2-s424242.jsonl
